Unnamed: 0,formula_id,category,token_range,token_count,latex_formula,url,modality,transcription_text,ssml_text,survey_id,item_order,formula_row,respondent_id,annotation,formula_match,difficult_parts,pauses_helpful,emphasis_helpful,speech_rate_helpful,explanatory_info_helpful,timestamp,sounded clear,pronounced the words correctly,sounded natural,was comfortable to listen to throughout the survey,sounded like a real teacher,Gender,Age Group,Nationality,Highest Educational Degree,Which area best describes your field of study?,Mathematical Background,English Proficiency,Device Used to Complete the Survey,Audio Equipment used,audio_duration_sec
42,"https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator|{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",Physics,21-30,23,"{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator,extended,"The wavefunction psi of, open parenthesis, x comma t, close parenthesis, equals, the integral over d y of capital K of, open parenthesis, x comma y semicolon t, close parenthesis, times, psi of, open parenthesis, y comma zero, close parenthesis, where capital K is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.","<prosody rate=""slow"">The wavefunction <emphasis>psi</emphasis> of, open parenthesis, x comma t, close parenthesis, equals,<break time=""300ms""/> the integral over d y of <emphasis>capital K</emphasis> of, open parenthesis, x comma y semicolon t, close parenthesis,<break time=""200ms""/> times,<break time=""200ms""/> <emphasis>psi</emphasis> of, open parenthesis, y comma zero, close parenthesis,<break time=""300ms""/> where <emphasis>capital K</emphasis> is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.</prosody>",4,6,19,study4_r1,19B,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Greek letters;Punctuation and separators",2,2,2,4.0,2026/06/20 8:32:53 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",31.947666666666667
42,"https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator|{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",Physics,21-30,23,"{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator,extended,"The wavefunction psi of, open parenthesis, x comma t, close parenthesis, equals, the integral over d y of capital K of, open parenthesis, x comma y semicolon t, close parenthesis, times, psi of, open parenthesis, y comma zero, close parenthesis, where capital K is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.","<prosody rate=""slow"">The wavefunction <emphasis>psi</emphasis> of, open parenthesis, x comma t, close parenthesis, equals,<break time=""300ms""/> the integral over d y of <emphasis>capital K</emphasis> of, open parenthesis, x comma y semicolon t, close parenthesis,<break time=""200ms""/> times,<break time=""200ms""/> <emphasis>psi</emphasis> of, open parenthesis, y comma zero, close parenthesis,<break time=""300ms""/> where <emphasis>capital K</emphasis> is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.</prosody>",4,6,19,study4_r2,19B,3,"Greek letters;The ""psi ov"" and ""K ov"" (""of"" sounded like ""ov"") was distracting.",3,1,3,2.0,2026/06/21 1:05:46 PM OESZ,2,2,1,1,1,Male,45-54,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Near-native / Native (C2 or native speaker),Desktop computer,Headphones,31.947666666666667
42,"https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator|{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",Physics,21-30,23,"{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator,extended,"The wavefunction psi of, open parenthesis, x comma t, close parenthesis, equals, the integral over d y of capital K of, open parenthesis, x comma y semicolon t, close parenthesis, times, psi of, open parenthesis, y comma zero, close parenthesis, where capital K is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.","<prosody rate=""slow"">The wavefunction <emphasis>psi</emphasis> of, open parenthesis, x comma t, close parenthesis, equals,<break time=""300ms""/> the integral over d y of <emphasis>capital K</emphasis> of, open parenthesis, x comma y semicolon t, close parenthesis,<break time=""200ms""/> times,<break time=""200ms""/> <emphasis>psi</emphasis> of, open parenthesis, y comma zero, close parenthesis,<break time=""300ms""/> where <emphasis>capital K</emphasis> is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.</prosody>",4,6,19,study4_r3,19B,4,Subscripts and indices;Punctuation and separators,2,4,3,4.0,2026/06/29 11:43:46 PM OESZ,5,4,4,4,2,Female,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",31.947666666666667
42,"https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator|{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",Physics,21-30,23,"{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator,extended,"The wavefunction psi of, open parenthesis, x comma t, close parenthesis, equals, the integral over d y of capital K of, open parenthesis, x comma y semicolon t, close parenthesis, times, psi of, open parenthesis, y comma zero, close parenthesis, where capital K is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.","<prosody rate=""slow"">The wavefunction <emphasis>psi</emphasis> of, open parenthesis, x comma t, close parenthesis, equals,<break time=""300ms""/> the integral over d y of <emphasis>capital K</emphasis> of, open parenthesis, x comma y semicolon t, close parenthesis,<break time=""200ms""/> times,<break time=""200ms""/> <emphasis>psi</emphasis> of, open parenthesis, y comma zero, close parenthesis,<break time=""300ms""/> where <emphasis>capital K</emphasis> is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.</prosody>",4,6,19,study4_r4,19B,2,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Greek letters;Das Integral ist leicht zu überhören; die Art, wie Funktionsargumente vorgelesen werden, machen die Formel schwerfällig",2,2,4,4.0,2026/07/02 1:47:10 PM OESZ,2,4,3,2,2,Male,35-44,Germany,Doctorate / PhD (or comparable university degree),Mathematics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",31.947666666666667
42,"https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator|{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",Physics,21-30,23,"{\displaystyle \psi (x,t)=\int dy~K(x,y;t)\psi (y,0)~.}",https://en.wikipedia.org/wiki/Quantum_harmonic_oscillator,extended,"The wavefunction psi of, open parenthesis, x comma t, close parenthesis, equals, the integral over d y of capital K of, open parenthesis, x comma y semicolon t, close parenthesis, times, psi of, open parenthesis, y comma zero, close parenthesis, where capital K is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.","<prosody rate=""slow"">The wavefunction <emphasis>psi</emphasis> of, open parenthesis, x comma t, close parenthesis, equals,<break time=""300ms""/> the integral over d y of <emphasis>capital K</emphasis> of, open parenthesis, x comma y semicolon t, close parenthesis,<break time=""200ms""/> times,<break time=""200ms""/> <emphasis>psi</emphasis> of, open parenthesis, y comma zero, close parenthesis,<break time=""300ms""/> where <emphasis>capital K</emphasis> is the propagator, also known as the Mehler kernel, for the time-dependent Schrödinger operator of the quantum harmonic oscillator.</prosody>",4,6,19,study4_r5,19B,2,"Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Greek letters;Latin letters",3,4,2,2.0,2026/07/08 1:15:08 AM OESZ,4,4,4,5,4,Male,45-54,Germany,Doctorate / PhD (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",31.947666666666667
36,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm|\ d \leq n,Mathematics,1-10,2,\ d \leq n,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm,extended,"d, is less than or equal to n, where d is the number of basis vectors, and n is the dimension of the lattice","<prosody rate=""medium"">d,<break time=""200ms""/> is less than or equal to n,<break time=""300ms""/> <emphasis>where d is the number of basis vectors,</emphasis><break time=""200ms""/> and <emphasis>n is the dimension of the lattice</emphasis></prosody>",4,7,13,study4_r1,13B,5,Nothing was difficult,5,4,5,4.0,2026/06/20 8:32:53 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",7.862833333333334
36,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm|\ d \leq n,Mathematics,1-10,2,\ d \leq n,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm,extended,"d, is less than or equal to n, where d is the number of basis vectors, and n is the dimension of the lattice","<prosody rate=""medium"">d,<break time=""200ms""/> is less than or equal to n,<break time=""300ms""/> <emphasis>where d is the number of basis vectors,</emphasis><break time=""200ms""/> and <emphasis>n is the dimension of the lattice</emphasis></prosody>",4,7,13,study4_r2,13B,5,"n is the dimension of what exactly? I heard ""lattice""",2,1,4,2.0,2026/06/21 1:05:46 PM OESZ,2,2,1,1,1,Male,45-54,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Near-native / Native (C2 or native speaker),Desktop computer,Headphones,7.862833333333334
36,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm|\ d \leq n,Mathematics,1-10,2,\ d \leq n,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm,extended,"d, is less than or equal to n, where d is the number of basis vectors, and n is the dimension of the lattice","<prosody rate=""medium"">d,<break time=""200ms""/> is less than or equal to n,<break time=""300ms""/> <emphasis>where d is the number of basis vectors,</emphasis><break time=""200ms""/> and <emphasis>n is the dimension of the lattice</emphasis></prosody>",4,7,13,study4_r3,13B,5,Nothing was difficult,3,3,3,3.0,2026/06/29 11:43:46 PM OESZ,5,4,4,4,2,Female,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",7.862833333333334
36,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm|\ d \leq n,Mathematics,1-10,2,\ d \leq n,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm,extended,"d, is less than or equal to n, where d is the number of basis vectors, and n is the dimension of the lattice","<prosody rate=""medium"">d,<break time=""200ms""/> is less than or equal to n,<break time=""300ms""/> <emphasis>where d is the number of basis vectors,</emphasis><break time=""200ms""/> and <emphasis>n is the dimension of the lattice</emphasis></prosody>",4,7,13,study4_r4,13B,5,Nothing was difficult,5,3,4,5.0,2026/07/02 1:47:10 PM OESZ,2,4,3,2,2,Male,35-44,Germany,Doctorate / PhD (or comparable university degree),Mathematics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",7.862833333333334
36,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm|\ d \leq n,Mathematics,1-10,2,\ d \leq n,http://en.wikipedia.org/wiki/Lenstra%E2%80%93Lenstra%E2%80%93Lov%C3%A1sz_lattice_basis_reduction_algorithm,extended,"d, is less than or equal to n, where d is the number of basis vectors, and n is the dimension of the lattice","<prosody rate=""medium"">d,<break time=""200ms""/> is less than or equal to n,<break time=""300ms""/> <emphasis>where d is the number of basis vectors,</emphasis><break time=""200ms""/> and <emphasis>n is the dimension of the lattice</emphasis></prosody>",4,7,13,study4_r5,13B,5,Nothing was difficult,4,4,5,4.0,2026/07/08 1:15:08 AM OESZ,4,4,4,5,4,Male,45-54,Germany,Doctorate / PhD (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",7.862833333333334
1,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,standard,"Capital K sub i, equals, the fraction with numerator, capital P sub i, superscript asterisk, and denominator, capital P.","<prosody rate=""medium"">Capital K sub i, <break time=""200ms""/> equals, <break time=""250ms""/> the fraction with numerator, <break time=""200ms""/> <emphasis>capital P sub i, superscript asterisk,</emphasis> <break time=""250ms""/> and denominator, <break time=""200ms""/> <emphasis>capital P.</emphasis></prosody>",4,8,2,study4_r1,2A,5,Nothing was difficult,5,4,4,,2026/06/20 8:32:53 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",10.7885
1,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,standard,"Capital K sub i, equals, the fraction with numerator, capital P sub i, superscript asterisk, and denominator, capital P.","<prosody rate=""medium"">Capital K sub i, <break time=""200ms""/> equals, <break time=""250ms""/> the fraction with numerator, <break time=""200ms""/> <emphasis>capital P sub i, superscript asterisk,</emphasis> <break time=""250ms""/> and denominator, <break time=""200ms""/> <emphasis>capital P.</emphasis></prosody>",4,8,2,study4_r2,2A,3,"It sounded like the ""i"" had superscript ""*"" and not ""capital P""",2,1,4,,2026/06/21 1:05:46 PM OESZ,2,2,1,1,1,Male,45-54,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Near-native / Native (C2 or native speaker),Desktop computer,Headphones,10.7885
1,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,standard,"Capital K sub i, equals, the fraction with numerator, capital P sub i, superscript asterisk, and denominator, capital P.","<prosody rate=""medium"">Capital K sub i, <break time=""200ms""/> equals, <break time=""250ms""/> the fraction with numerator, <break time=""200ms""/> <emphasis>capital P sub i, superscript asterisk,</emphasis> <break time=""250ms""/> and denominator, <break time=""200ms""/> <emphasis>capital P.</emphasis></prosody>",4,8,2,study4_r3,2A,5,Fractions and divisions structures;Subscripts and indices,2,2,2,,2026/06/29 11:43:46 PM OESZ,5,4,4,4,2,Female,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",10.7885
1,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,standard,"Capital K sub i, equals, the fraction with numerator, capital P sub i, superscript asterisk, and denominator, capital P.","<prosody rate=""medium"">Capital K sub i, <break time=""200ms""/> equals, <break time=""250ms""/> the fraction with numerator, <break time=""200ms""/> <emphasis>capital P sub i, superscript asterisk,</emphasis> <break time=""250ms""/> and denominator, <break time=""200ms""/> <emphasis>capital P.</emphasis></prosody>",4,8,2,study4_r4,2A,4,"Mathematical symbols and operators (e.g. ""+"", ""-"", sum or integral);Der Asterisk kommt überraschend und seine Bedeutung ist nicht klar.",4,4,4,,2026/07/02 1:47:10 PM OESZ,2,4,3,2,2,Male,35-44,Germany,Doctorate / PhD (or comparable university degree),Mathematics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",10.7885
1,https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium|{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},Chemistry,11-20,11,{\displaystyle K_{i}={\frac {P_{i}^{\star }}{P}}},https://en.wikipedia.org/wiki/Vapor%E2%80%93liquid_equilibrium,standard,"Capital K sub i, equals, the fraction with numerator, capital P sub i, superscript asterisk, and denominator, capital P.","<prosody rate=""medium"">Capital K sub i, <break time=""200ms""/> equals, <break time=""250ms""/> the fraction with numerator, <break time=""200ms""/> <emphasis>capital P sub i, superscript asterisk,</emphasis> <break time=""250ms""/> and denominator, <break time=""200ms""/> <emphasis>capital P.</emphasis></prosody>",4,8,2,study4_r5,2A,4,Greek letters;Latin letters,4,4,4,,2026/07/08 1:15:08 AM OESZ,4,4,4,5,4,Male,45-54,Germany,Doctorate / PhD (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",10.7885
7,"https://en.wikipedia.org/wiki/Rendezvous_hashing|{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",Computer Science,31-40,36,"{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",https://en.wikipedia.org/wiki/Rendezvous_hashing,standard,"capital C subscript one, equals, left curly brace, capital S subscript one, comma, capital S subscript two, dot dot dot, capital S subscript m, right curly brace, comma, capital C subscript two, equals, left curly brace, capital S subscript m plus one, comma, capital S subscript m plus two, dot dot dot, capital S subscript two m, right curly brace, dot dot dot.","<prosody rate=""slow"">capital C subscript one, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> comma, <break time=""300ms""/> <emphasis level=""moderate"">capital C subscript two</emphasis>, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript m plus one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m plus two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> dot dot dot.</prosody>",4,9,8,study4_r1,8A,3,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Subscripts and indices",4,3,4,,2026/06/20 8:32:53 PM OESZ,3,4,2,3,2,Male,25-34,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",39.94116666666667
7,"https://en.wikipedia.org/wiki/Rendezvous_hashing|{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",Computer Science,31-40,36,"{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",https://en.wikipedia.org/wiki/Rendezvous_hashing,standard,"capital C subscript one, equals, left curly brace, capital S subscript one, comma, capital S subscript two, dot dot dot, capital S subscript m, right curly brace, comma, capital C subscript two, equals, left curly brace, capital S subscript m plus one, comma, capital S subscript m plus two, dot dot dot, capital S subscript two m, right curly brace, dot dot dot.","<prosody rate=""slow"">capital C subscript one, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> comma, <break time=""300ms""/> <emphasis level=""moderate"">capital C subscript two</emphasis>, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript m plus one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m plus two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> dot dot dot.</prosody>",4,9,8,study4_r2,8A,4,"Subscripts and indices;the ""m"" sounded like ""n"". The first ""S_i"" was difficult to understand since pheonetically S(es) ends with s and subscript (sa) starts with s. So it sounded like ""start curly brackets capital subscript 1"".",3,1,4,,2026/06/21 1:05:46 PM OESZ,2,2,1,1,1,Male,45-54,Germany,Bachelor's Degree (or comparable university degree),Mathematics;Statistics;Computer Science,"Undergraduate-level mathematics (calculus, matrices, vectors, statistics)",Near-native / Native (C2 or native speaker),Desktop computer,Headphones,39.94116666666667
7,"https://en.wikipedia.org/wiki/Rendezvous_hashing|{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",Computer Science,31-40,36,"{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",https://en.wikipedia.org/wiki/Rendezvous_hashing,standard,"capital C subscript one, equals, left curly brace, capital S subscript one, comma, capital S subscript two, dot dot dot, capital S subscript m, right curly brace, comma, capital C subscript two, equals, left curly brace, capital S subscript m plus one, comma, capital S subscript m plus two, dot dot dot, capital S subscript two m, right curly brace, dot dot dot.","<prosody rate=""slow"">capital C subscript one, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> comma, <break time=""300ms""/> <emphasis level=""moderate"">capital C subscript two</emphasis>, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript m plus one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m plus two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> dot dot dot.</prosody>",4,9,8,study4_r3,8A,5,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Subscripts and indices;Punctuation and separators",3,3,3,,2026/06/29 11:43:46 PM OESZ,5,4,4,4,2,Female,35-44,Germany,Master's Degree (or comparable university degree),Computer Science,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Advanced (C1),Smartphone,"Built-in speakers (in smartphone, notebook, tablet, etc.)",39.94116666666667
7,"https://en.wikipedia.org/wiki/Rendezvous_hashing|{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",Computer Science,31-40,36,"{\displaystyle C_{1}=\left\{S_{1},S_{2}\dots S_{m}\right\},C_{2}=\left\{S_{m+1},S_{m+2}\dots S_{2m}\right\}\dots }",https://en.wikipedia.org/wiki/Rendezvous_hashing,standard,"capital C subscript one, equals, left curly brace, capital S subscript one, comma, capital S subscript two, dot dot dot, capital S subscript m, right curly brace, comma, capital C subscript two, equals, left curly brace, capital S subscript m plus one, comma, capital S subscript m plus two, dot dot dot, capital S subscript two m, right curly brace, dot dot dot.","<prosody rate=""slow"">capital C subscript one, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> comma, <break time=""300ms""/> <emphasis level=""moderate"">capital C subscript two</emphasis>, <break time=""250ms""/> equals, <break time=""250ms""/> left curly brace, <break time=""200ms""/> <emphasis level=""moderate"">capital S subscript m plus one</emphasis>, <break time=""150ms""/> comma, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript m plus two</emphasis>, <break time=""150ms""/> dot dot dot, <break time=""150ms""/> <emphasis level=""moderate"">capital S subscript two m</emphasis>, <break time=""200ms""/> right curly brace, <break time=""250ms""/> dot dot dot.</prosody>",4,9,8,study4_r4,8A,4,"Brackets and grouping (e.g. ""(..)"" or ""{..}"");Punctuation and separators;Zu langgezogen und mit falschen bzw. keinen Pausen gesprochen, ""dot dot dot"" ist nicht sehr hilfreich",1,2,1,,2026/07/02 1:47:10 PM OESZ,2,4,3,2,2,Male,35-44,Germany,Doctorate / PhD (or comparable university degree),Mathematics,"Advanced university mathematics (proofs, abstract algebra, advanced calculus, etc.)",Near-native / Native (C2 or native speaker),Laptop,"Built-in speakers (in smartphone, notebook, tablet, etc.)",39.94116666666667
